tile_treetop:	.word 16, 16
.byte
199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 
199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 
199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 
199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 18  
199 199 199 199 199 199 199 199 199 199 199 199 199 199 18  189 
199 199 199 199 199 199 199 199 199 199 199 199 199 199 98  189 
199 199 199 199 199 199 199 199 199 199 199 199 199 18  116 189 
199 199 199 199 199 199 199 199 199 199 199 98  98  98  189 189 
199 199 199 199 199 199 199 199 199 98  98  189 189 116 189 189 
199 199 199 199 199 199 199 199 199 98  116 116 189 116 189 189 
199 199 199 199 199 199 199 199 199 98  189 189 116 189 189 189 
199 199 199 199 199 199 98  98  116 189 116 116 189 189 189 189 
199 199 199 199 199 199 98  116 98  98  116 189 189 189 189 189 
199 199 199 199 199 18  189 189 98  116 189 189 189 189 189 189 
199 199 199 199 199 199 98  98  116 189 189 116 189 189 189 189 
199 199 199 199 18  116 189 189 98  189 98  189 189 189 189 189 
