oak_n2: .word 16, 20
.byte 199,199,199,199,199,199,199,199,199,91,18,18,18,199,199,199,
199,199,199,199,199,18,18,18,18,91,109,109,109,18,199,199,
199,199,199,18,18,91,109,109,109,109,109,109,91,18,18,199,
199,199,18,18,109,109,109,109,109,109,109,109,109,91,18,199,
199,199,18,91,109,109,109,109,109,109,109,109,91,18,199,199,
199,199,18,91,109,109,109,109,109,109,109,109,91,18,199,199,
199,199,18,91,91,109,109,109,109,109,109,91,91,18,199,199,
199,0,102,91,91,91,91,91,91,91,91,91,91,102,0,199,
199,0,102,91,91,91,91,91,91,91,91,91,91,102,0,199,
199,199,0,0,91,91,91,91,91,91,91,91,0,0,199,199,
199,199,199,0,18,18,91,91,91,91,18,18,0,83,83,199,
199,199,199,83,0,0,18,18,18,18,0,0,237,102,83,199,
199,199,199,0,237,164,237,237,237,237,164,237,237,102,83,199,
199,199,0,255,164,237,164,164,164,164,237,82,237,0,199,199,
199,0,102,255,82,255,255,255,255,255,255,82,0,199,199,199,
199,0,102,102,164,255,255,255,255,255,255,164,0,199,199,199,
199,199,0,0,237,237,255,255,255,255,237,237,0,199,199,199,
199,199,199,199,0,0,237,237,237,237,237,83,199,199,199,199,
199,199,199,199,199,199,0,0,91,91,91,0,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,0,199,199,199,199,199,


